rule,direction,avg_return,sharpe_ratio,win_rate,min_return
bias_30 < 0.116211005 AND ma_diff_10_60 < 0.247210801 AND ma_10 < 0.351109654 AND ma_diff_10_360 < 0.782485843 AND volume_ma_30 < 0.368104666,1,0.15457791164602291,1.6325003835273308,1.0,0.04603580562659847
max_30 < 0.0127347978 AND ma_diff_10_60 < 0.45444715 AND bias_10 < 0.530900836 AND skew_180 < 0.492713064 AND bias_10 < 0.51197648,1,0.19400300018978114,1.6258901875919387,0.8095238095238095,-0.004200076365024819
ma_30 < 0.0143087367 AND kurt_7 < 6.28338194 AND kurt_180 < 0.103623949 AND ma_diff_10_360 < 0.613828778 AND ma_60 < 0.184458107,1,0.2609868695476424,1.6210450891736226,0.8333333333333334,-0.010830921868540644
close < 0.0227222592 AND momentum < 0.433436781 AND skew_180 < 0.0890278369 AND skew_7 < 1.43401575 AND ma_diff_30_60 < 0.627571821,1,0.1588208589087841,1.6172082026889858,0.875,0.027886056971514243
close < 0.0746237859 AND min_7 < 0.0807660297 AND max_7 < 0.0942170247 AND volume_ma_60 < 0.0521027707 AND close < 0.0886917934,1,0.06704015661140975,1.614200988658193,0.8842975206611571,0.004679144385026738
ma_diff_30_180 < 0.0345943198 AND ma_diff_30_360 < 0.00711619388 AND liquidity_30 < 0.169160053 AND ma_diff_30_60 < 0.483711869,1,0.03210621803673107,1.6097048684211788,0.88,-0.006580679126085812
ma_30 < 0.0143087367 AND kurt_7 < 6.28338194 AND bias_30 < 0.893663585 AND volume_ma_diff_30_60 < 0.687035203 AND min_360 < 0.182539687,1,0.25926010785404835,1.6080783881955019,0.8934426229508197,-0.04338028169014085
max_30 < 0.0216078069 AND volume_ma_60 < 0.605803609 AND bias_30 < 0.280873686,1,0.11548917792006128,1.6009084369239077,0.7243589743589743,0.029641986398049533
ma_diff_30_360 < 0.00711619388 AND liquidity_30 < 0.169160053 AND change_percentage < 0.599069417,1,0.04327126709460759,1.5906522230279558,0.6379310344827587,-0.0037325038880248835
max_60 < 0.011631717 AND max_30 < 0.0802469105 AND max_30 < 0.0863402039 AND max_60 < 0.0431910567 AND volatility_180 < 0.195257068,1,0.22862120823309298,1.5882933346481722,0.9285714285714286,-0.04657195799876467
avg_price_ma_20 < 0.0260856189 AND open < 0.821795762 AND bias_5 < 0.223267302 AND bias_10 < 0.226098716,1,0.22294941803792365,1.5846176878884286,0.9767441860465116,0.018964415086298744
min_30 < 0.955555558 AND ma_diff_10_360 < 0.0262438077 AND min_360 < 0.691812336 AND kurt_30 < -0.28796038 AND volume_ma_30 < 0.129410744,1,0.08559127237506035,1.5788013968885615,0.7692307692307693,-0.04097951024487756
max_7 < 0.0282129794 AND bias_5 < 0.496036112 AND volume_ma_diff_10_360 < 0.090860717,1,0.20472912481631042,1.5726585888924045,0.75,0.05573878627968338
max_7 < 0.529478908 AND min_360 < 0.231818184 AND min_30 < 0.175384611 AND max_7 < 0.0482855141 AND max_360 < 0.779801548,1,0.22564489879599914,1.5671724774495863,0.8421052631578947,-0.05175134111707163
ma_diff_30_360 < 0.00711619388 AND money_flow_ma_30 < 0.525679827 AND liquidity_30 < 0.15196152 AND range_7 < 0.255319148 AND change_percentage < 0.608763099,1,0.04776109743895808,1.5642953594500058,0.6756756756756757,-0.0037325038880248835
close < 0.0746237859 AND min_7 < 0.0807660297 AND skew_60 < 0.489650339 AND money_flow_ma_30 < 0.044804126 AND momentum < 0.328268707,1,0.06817591217696073,1.5519300809021408,0.9597989949748744,-0.018518518518518517
ma_diff_30_180 < 0.0345943198 AND ma_diff_30_360 < 0.00319245621 AND liquidity_30 < 0.169160053,1,0.03202266955062332,1.550172869358584,0.85,-0.006580679126085812
high < 0.51833272 AND min_360 < 0.231818184 AND min_30 < 0.175384611 AND max_7 < 0.0559440553 AND ma_360 < 0.781071663,1,0.21500733753146692,1.5483402351422442,0.825426944971537,-0.0636563185951709
max_60 < 0.111018598 AND ma_diff_10_180 < 0.105264887 AND volume_ma_diff_10_30 < 0.376217276 AND range_180 < 0.592344522 AND ma_diff_10_60 < 0.708239317,1,0.117234359952217,1.5481127685104241,0.6153846153846154,0.026692708333333332
ma_diff_30_360 < 0.00711619388 AND avg_price_break_20 < 1 AND ma_diff_30_180 < 0.166353479 AND range_180 < 0.899293303 AND liquidity_10 < 0.412257552,1,0.06422804011267584,1.5429866561042918,0.8904109589041096,0.006038742059446318
turnover_rate < 2.3634243 AND volume_ma_60 < 0.80930233 AND max_30 < 0.0406976752 AND bias_30 < 0.276543498,1,0.10358915634896206,1.542140511408978,0.7392996108949417,-0.04277050750079796
low < 0.939699709 AND max_60 < 0.247825161 AND ma_diff_30_60 < 0.142693251 AND low < 0.230014026,1,0.10900986641897209,1.5402241660817502,0.9013452914798207,-0.02691721686135094
avg_price_ma_20 < 0.0260856189 AND skew_7 < 0.529525518 AND avg_price_5 < 0.0222906042 AND volume_ma_diff_10_30 < 0.524900496 AND skew_180 < 0.441784382,1,0.13356959826286893,1.535618404723084,0.9696969696969697,0.026916175339656498
ma_diff_30_360 < 0.00711619388 AND rsi < 55.8510628 AND min_60 < 0.900159717 AND avg_price_ma_30 < 0.466907233 AND money_flow_ma_10 < 0.342672497,1,0.06828733639105745,1.5338109992047264,0.9154929577464789,0.006038742059446318
max_30 < 0.0338899791 AND max_7 < 0.0482855141 AND money_flow_ma_30 < 0.0431241281 AND volume_ma_10 < 0.332670003 AND volatility_30 < 0.0425132774,1,0.28406312585485144,1.5330782662464624,0.6557377049180327,0.020508613617719443
max_60 < 0.011631717 AND money_flow_ma_10 < 0.0535996556 AND ma_diff_60_180 < 0.465927273 AND volume_return < 0.0759877115,1,0.26962258227938973,1.5239291986892776,0.673469387755102,0.03319502074688797
max_60 < 0.011631717 AND max_30 < 0.0802469105 AND min_60 < 0.0681951791 AND min_60 < 0.0820713267 AND avg_price_ma_10 < 0.0248809978,1,0.16462310703608962,1.5209234529971751,0.6730769230769231,-0.04657195799876467
rsi < 35.9515572 AND min_360 < 0.787946403 AND max_30 < 0.490032464 AND max_30 < 0.148478702 AND ma_diff_60_360 < 0.0709445998,1,0.19233467641577887,1.5155151290308606,0.8842975206611571,-0.10183299389002037
avg_price_break_5 < 1 AND ma_diff_10_30 < 0.213140145 AND range_60 < 0.800671875 AND max_7 < 0.249496982 AND max_360 < 0.501260638,1,0.11844267736351705,1.515105533936053,0.96,-0.005864197530864198
max_30 < 0.0216078069 AND avg_price_ma_20 < 0.0486959256 AND volume_ma_diff_10_60 < 0.490631193 AND ma_180 < 0.283040047 AND ma_diff_30_180 < 0.45597598,1,0.2501659392807983,1.5149951666096009,0.835820895522388,-0.07478932584269662
ma_diff_10_360 < 0.0262438077 AND kurt_30 < -0.28796038 AND min_360 < 0.691812336 AND max_180 < 0.430087 AND ma_diff_60_360 < 0.126596838,1,0.12236227642768063,1.5133064767700066,0.8787878787878788,-0.030208333333333334
avg_price_ma_20 < 0.0176488459 AND return < -0.00368731562 AND bias_30 < 0.57682097 AND return < -0.00460122712 AND skew_180 < 0.23570019,1,0.13391304691660924,1.5114988969733556,1.0,0.0006648936170212766
max_30 < 0.0216078069 AND avg_price_ma_30 < 0.0300004911 AND bias_5 < 0.526621401 AND volatility_10 < 0.0558804348 AND rsi < 56.9154778,1,0.27215598660819734,1.5093481843987844,0.6324786324786325,-0.004418762746430999
min_60 < 0.870420039 AND min_360 < 0.914285719 AND ma_diff_10_360 < 0.877093017 AND max_7 < 0.113113113 AND ma_30 < 0.0225673001,1,0.23348829734494428,1.5054253015760948,0.8762376237623762,-0.010830921868540644
avg_price_break_10 < 1 AND ma_diff_10_180 < 0.0536277182 AND skew_360 < 0.425753862 AND ma_diff_180_360 < 0.380015999 AND ma_60 < 0.730179548,1,0.08724047838538837,1.5020992370104458,0.918918918918919,-0.029030054644808744
